	labels	answer	Object1	Object2	CommonObj	Aspect	text	prob: Neutral	prob: objekt1	prob: objekt2	preds
58	0	Cockos reaper 6 лучшая daw для начинающих с настраиваемым интерфейсом цена: $ 60 | совместимость: пк / mac / linux (экспериментальная) | системные требования пк: 32-разрядная версия: windows xp / vista / 7/8/10, 12 мб свободного места;	windows	linux			Cockos reaper 6 лучшая daw для начинающих с настраиваемым интерфейсом цена: $ 60 | совместимость: пк / mac / [SECOND_ENTITY] (экспериментальная) | системные требования пк: 32-разрядная версия: [FIRST_ENTITY] xp / vista / 7/8/10, 12 мб свободного места;	0.97066915	0.024016388	0.0053145103	0
59	0	Многие женщины при выборе средства гигиены во время критических дней сталкиваются с вопросом «что лучше — прокладки или тампоны?»	тампон	прокладк			Многие женщины при выборе средства гигиены во время критических дней сталкиваются с вопросом «что лучше — [SECOND_ENTITY] или [FIRST_ENTITY]?»	0.9829858	0.013074256	0.0039399965	0
60	0	Viasat sport – смотрите в прямом эфире с профессиональным комментарием эксклюзивные трансляции лучшего в мире баскетбола nba, бейсбола, бокса, хоккея, автогонок, американского футбола и других видов спорта.	баскетбол	футбол			Viasat sport – смотрите в прямом эфире с профессиональным комментарием эксклюзивные трансляции лучшего в мире [FIRST_ENTITY] nba, бейсбола, бокса, хоккея, автогонок, американского [SECOND_ENTITY] и других видов спорта.	0.97997564	0.016008116	0.004016277	0
61	1	Во время критических дней лучше также использовать прокладки, а не тампоны.	тампон	прокладк			Во время критических дней лучше также использовать [SECOND_ENTITY], а не [FIRST_ENTITY].	0.16931637	0.64300853	0.18767516	1
62	1	На 20 штук потребуется: 150-200 грамм сыра 2 столовые ложки майонеза 1 зубчик чеснока маленькая баночка корнишонов 1 длинный ржаной или...читать дальше очень простые котлеты в духовке запекать гораздо полезнее, чем жарить – в этом нет сомнений.	запека	жар		полезн	На 20 штук потребуется: 150-200 грамм сыра 2 столовые ложки майонеза 1 зубчик чеснока маленькая баночка корнишонов 1 длинный ржаной или...читать дальше очень простые котлеты в духовке [FIRST_ENTITY] гораздо полезнее, чем [SECOND_ENTITY] – в этом нет сомнений.	0.22272226	0.6039318	0.17334597	1
63	0	1 чашка свежей дыни; напиток без кофеина, например, травяной чай.	коф	ча		кофеин	1 [SECOND_ENTITY] свежей дыни; напиток без [FIRST_ENTITY], например, травяной [SECOND_ENTITY].	0.8278259	0.13863707	0.03353707	0
64	0	Спонж для создания макияжа кисть – лучший инструмент для нанесения тона стандартная схема распространенные ошибки при создании макияжа крем – это основа любого макияжа, который делает тон кожи ровным и скрывает все недостатки.	кист	спонж			[SECOND_ENTITY] для создания макияжа [FIRST_ENTITY] – лучший инструмент для нанесения тона стандартная схема распространенные ошибки при создании макияжа крем – это основа любого макияжа, который делает тон кожи ровным и скрывает все недостатки.	0.96227837	0.029392444	0.0083291195	0
65	1	Игра выглядит очень красиво однако не все знают что именно версия игры на ps4 лучше чем на других консолях и даже лучше чем на pc и xbox one.	ps4	xbox, one			Игра выглядит очень красиво однако не все знают что именно версия игры на [FIRST_ENTITY] лучше чем на других консолях и даже лучше чем на pc и [SECOND_ENTITY].	0.17010833	0.64343524	0.18645646	1
66	0	Его работы продаются в лучших бутиках парижа, нью–йорка, лондона и других городов мира.	лондон	париж			Его работы продаются в лучших бутиках [SECOND_ENTITY], нью–йорка, [FIRST_ENTITY] и других городов мира.	0.9736738	0.0212589	0.0050673475	0
67	0	Авиакомпания thai airways international летает только на современнейших моделях самолетов — airbus и boeing.	Boeing	Airbus	самолет		Авиакомпания thai airways international летает только на современнейших моделях самолетов — [SECOND_ENTITY] и [FIRST_ENTITY].	0.9756141	0.019741617	0.004644256	0
68	0	Она помогает лучше узнать людей, рожденных в год этого животного.	люд	животн			Она помогает лучше узнать [FIRST_ENTITY], рожденных в год этого [SECOND_ENTITY].	0.97931194	0.01616099	0.004527081	0
69	0	Почему вы такие озлобленные, будьте добрее, найдутся люди, которые будут и кормить собак и ухаживать за ними.	собак	люд			Почему вы такие озлобленные, будьте добрее, найдутся [SECOND_ENTITY], которые будут и кормить [FIRST_ENTITY] и ухаживать за ними.	0.9714305	0.022773167	0.005796462	0
70	0	С двухъядерным процессором с четырехъядерным процессором , увеличение основных процессоров значительно повысить производительность мобильного телефона и так, чтотелефон имеет лучший пользовательский опыт и скорость обработки данных.	двухъядерн	четырехъядерн	процессор		С [FIRST_ENTITY] процессором с [SECOND_ENTITY] процессором , увеличение основных процессоров значительно повысить производительность мобильного телефона и так, чтотелефон имеет лучший пользовательский опыт и скорость обработки данных.	0.9578705	0.034839034	0.0072904998	0
71	0	Если собака возбуждена, напугана или в доме имеются посторонние люди, от процедуры лучше отказаться.	собак	люд			Если [FIRST_ENTITY] возбуждена, напугана или в доме имеются посторонние [SECOND_ENTITY], от процедуры лучше отказаться.	0.9633791	0.029682625	0.006938297	0
72	0	Покупать кроссовки лучше тоже в америке — nike, new balance или adidas — обойдутся сильно дешевле, если доставить их из сша с «бандеролькой».	Adidas	Nike	кроссовк		Покупать кроссовки лучше тоже в америке — [SECOND_ENTITY], new balance или [FIRST_ENTITY] — обойдутся сильно дешевле, если доставить их из сша с «бандеролькой».	0.9799951	0.015739014	0.004265845	0
73	0	Но вы можете не осознавать, что такие виды спорта, как скейтбординг и езда на велосипеде, также нуждаются в специальной обуви.спросите у своего тренера или врача, какая обувь лучше всего подходит для вашего вида спорта.	скейтборд	велосипед			Но вы можете не осознавать, что такие виды спорта, как [FIRST_ENTITY] и езда на [SECOND_ENTITY], также нуждаются в специальной обуви.спросите у своего тренера или врача, какая обувь лучше всего подходит для вашего вида спорта.	0.97449696	0.020379351	0.0051237373	0
74	0	На осень 2017 года уже продано более 1500 единиц boeing 777, но конкуренция с airbus заставляет непрерывно вносить улучшения и изменения в модификации самолета.	Boeing	Airbus	самолет		На осень 2017 года уже продано более 1500 единиц [FIRST_ENTITY] 777, но конкуренция с [SECOND_ENTITY] заставляет непрерывно вносить улучшения и изменения в модификации самолета.	0.944782	0.045313295	0.009904781	0
75	1	Для более плотного слоя лучше наносить пудру спонжем, а не кистью.	кист	спонж			Для более плотного слоя лучше наносить пудру [SECOND_ENTITY], а не [FIRST_ENTITY].	0.16972965	0.6427663	0.18750408	1
76	0	Помогает похудеть благодаря содержанию кофеина и катехина, пара чашек зеленого чая в день ускоряют метаболизм и помогают быстрее сжигать калории.	коф	ча		кофеин	Помогает похудеть благодаря содержанию [FIRST_ENTITY] и катехина, пара [SECOND_ENTITY] зеленого [SECOND_ENTITY] в день ускоряют метаболизм и помогают быстрее сжигать калории.	0.9675763	0.026078664	0.00634503	0
77	0	Если человек занимается тем видом спорта, который предполагают кручение колена, например футболом или баскетболом, то он с более высокой степенью вероятности может столкнуться с травмами, которые вызывают опухание колена.	баскетбол	футбол			Если человек занимается тем видом спорта, который предполагают кручение колена, например [SECOND_ENTITY] или [FIRST_ENTITY], то он с более высокой степенью вероятности может столкнуться с травмами, которые вызывают опухание колена.	0.9806982	0.015133697	0.004168166	0
78	2	Люди, неспособные чувствовать, как животные, опасность, часто не замечают приближения смертельной волны, а когда замечают, то становится слишком поздно.	люд	животн			[FIRST_ENTITY], неспособные чувствовать, как [SECOND_ENTITY], опасность, часто не замечают приближения смертельной волны, а когда замечают, то становится слишком поздно.	0.96252817	0.029669732	0.0078021386	0
79	0	Что еще хуже, женщины не могут покупать тампоны или прокладки с общественными льготами, такими как талоны на питание.	тампон	прокладк			Что еще хуже, женщины не могут покупать [FIRST_ENTITY] или [SECOND_ENTITY] с общественными льготами, такими как талоны на питание.	0.9808987	0.015010475	0.0040908917	0
80	0	Среди популярнейших браузеров можно отметить: internet explorer, opera, mozilla firefox, google chrome.	Internet, Explorer	Firefox			Среди популярнейших браузеров можно отметить: [FIRST_ENTITY], opera, mozilla [SECOND_ENTITY], google chrome.	0.9636789	0.029686611	0.006634511	0
81	0	Кошки и собаки делают жизнь многих людей лучше, счастливее, полнее.	собак	люд			Кошки и [FIRST_ENTITY] делают жизнь многих [SECOND_ENTITY] лучше, счастливее, полнее.	0.9730824	0.021510096	0.005407426	0
82	0	Это был наш список из восьми лучших клиентов ftp и sftp для windows и linux.	windows	linux			Это был наш список из восьми лучших клиентов ftp и sftp для [FIRST_ENTITY] и [SECOND_ENTITY].	0.97525567	0.020143423	0.0046008476	0
83	0	Он легче toefl, ielts, fce только при условии требования соответствующего балла по таблице корреляции этих самых баллов.	IELTS	TOEFL			Он легче [SECOND_ENTITY], [FIRST_ENTITY], fce только при условии требования соответствующего балла по таблице корреляции этих самых баллов.	0.3186793	0.5098075	0.17151313	1
84	1	Так что запекать в духовке целые картофелины не только проще, чем жарить на сковороде, но еще и полезнее.	запека	жар		полезн	Так что [FIRST_ENTITY] в духовке целые картофелины не только проще, чем [SECOND_ENTITY] на сковороде, но еще и полезнее.	0.16918594	0.64442825	0.18638578	1
85	0	Что лучше – тампоны или прокладки?	тампон	прокладк			Что лучше – [FIRST_ENTITY] или [SECOND_ENTITY]?	0.98382735	0.012071515	0.0041010515	0
86	0	Интенсивный курс иностранного языка (английский, немецкий, французский, испанский, польский) интенсивный курс разных уровней сложности: от нулевого до продвинутого.	английск	испанск	язык		Интенсивный курс иностранного языка ([FIRST_ENTITY], немецкий, французский, [SECOND_ENTITY], польский) интенсивный курс разных уровней сложности: от нулевого до продвинутого.	0.9816558	0.014471803	0.0038723862	0
87	0	Собак злобных не рекомендуется много дрессировать по развитию злобы, так как у них впоследствии, при выработке навыков несения сторожевой службы, будет трудно вырабатывать выдержку (не проявлять лай при приближении посторонних людей и др.).	собак	люд			[FIRST_ENTITY] злобных не рекомендуется много дрессировать по развитию злобы, так как у них впоследствии, при выработке навыков несения сторожевой службы, будет трудно вырабатывать выдержку (не проявлять лай при приближении посторонних [SECOND_ENTITY] и др.).	0.9677548	0.02577268	0.0064726025	0
88	0	Техники также разные — спонжем или кисточкой, структуры тональных средств тоже на любой вкус — жидкие и густые, которые предварительно нужно нагревать феном, чтобы они ровнее ложились, — этот способ применяется для нанесения тона на пористую кожу.	кист	спонж			Техники также разные — [SECOND_ENTITY] или [FIRST_ENTITY], структуры тональных средств тоже на любой вкус — жидкие и густые, которые предварительно нужно нагревать феном, чтобы они ровнее ложились, — этот способ применяется для нанесения тона на пористую кожу.	0.9708232	0.023743493	0.0054332837	0
89	0	Но не ждите реального улучшения производительности после использования дефрагментаторов реестра, особенно в более поздних версиях windows, таких как windows 10/8/7 / vista.	7	8	Windows	производительн	Но не ждите реального улучшения производительности после использования дефрагментаторов реестра, особенно в более поздних версиях windows, таких как windows 10/[SECOND_ENTITY]/[FIRST_ENTITY] / vista.	0.96589255	0.027956683	0.00615078	0
90	0	Модуль killer doubleshot™ pro позволяет настроить проводную и беспроводную сеть таким образом, чтобы интернет-трафик и поток данных к важнейшим приложениям обрабатывались с высшим приоритетом.	проводн	беспроводн		интернет	Модуль killer doubleshot™ pro позволяет настроить [FIRST_ENTITY] и [SECOND_ENTITY] сеть таким образом, чтобы интернет-трафик и поток данных к важнейшим приложениям обрабатывались с высшим приоритетом.	0.97574574	0.019692171	0.004562068	0
91	0	Такое воздействие кофе и кофеина на сосуды мозга, отлично понятно гипотоникам, потому часто лучше испить чашечку натурального кофе чтоб повысить давление, чем прибегать к помощи медикаментов.	коф	ча		кофеин	Такое воздействие [FIRST_ENTITY] и [FIRST_ENTITY] на сосуды мозга, отлично понятно гипотоникам, потому [SECOND_ENTITY] лучше испить [SECOND_ENTITY] натурального [FIRST_ENTITY] чтоб повысить давление, чем прибегать к помощи медикаментов.	0.8007594	0.16144225	0.037798364	0
92	0	К услугам лыжников и сноубордистов здесь 4 склона разных уровней сложности.	лыж	сноуборд		сложн	К услугам [FIRST_ENTITY] и [SECOND_ENTITY] здесь 4 склона разных уровней сложности.	0.9770024	0.01863834	0.0043592984	0
93	2	В баночке есть поролоновый спонжик, можно пользоваться им, но кистью получается ровнее, без пятен и явных границ.	кист	спонж			В баночке есть поролоновый [SECOND_ENTITY], можно пользоваться им, но [FIRST_ENTITY] получается ровнее, без пятен и явных границ.	0.16926749	0.64261204	0.18812047	1
94	0	Тургенев часто жил в париже, в лондоне, в баден-бадене и, наконец, в буживале рядом со своими лучшими друзьями - семейством виардо.	лондон	париж			Тургенев часто жил в [SECOND_ENTITY], в [FIRST_ENTITY], в баден-бадене и, наконец, в буживале рядом со своими лучшими друзьями - семейством виардо.	0.9820753	0.013983677	0.0039410214	0
95	0	Что лучше использовать: прокладки или тампоны?	тампон	прокладк			Что лучше использовать: [SECOND_ENTITY] или [FIRST_ENTITY]?	0.98389465	0.012006613	0.0040988084	0
96	0	Увеличить sanoflore натуральная косметика свотчи увлажнение уход вокруг глаз лучшее за месяц подборка праздничных пигментов на новый год от tammy tanuka есть решение: мои средства для быстрого очищения кистей и спонжей капризное великолепие.	кист	спонж			Увеличить sanoflore натуральная косметика свотчи увлажнение уход вокруг глаз лучшее за месяц подборка праздничных пигментов на новый год от tammy tanuka есть решение: мои средства для быстрого очищения [FIRST_ENTITY] и [SECOND_ENTITY] капризное великолепие.	0.9840515	0.012235184	0.003713281	0
97	2	Кроме тампона, лучше воспользоваться прокладкой, а вдруг под действием высокой температуры выделения усилятся.	тампон	прокладк			Кроме [FIRST_ENTITY], лучше воспользоваться [SECOND_ENTITY], а вдруг под действием высокой температуры выделения усилятся.	0.16880435	0.6436436	0.18755206	1
98	0	Нефтяные трейдеры попытаются заложить в цены очень вероятные подвижки в решении торговых проблем между сша и китаем, которые должны произойти в ближайшие выходные на саммите «большой двадцатки».	сша	кита		больш	Нефтяные трейдеры попытаются заложить в цены очень вероятные подвижки в решении торговых проблем между [FIRST_ENTITY] и [SECOND_ENTITY], которые должны произойти в ближайшие выходные на саммите «большой двадцатки».	0.98146814	0.014434924	0.0040970077	0
99	0	Сформированную лепёшку для пиццы смазываю томатной пастой, посыпаю итальянскими травами, сверху кружки сосисок (часто готовлю с запечённой куриной грудкой, так полезнее), затем очередь баклажанов, кружки помидоров и сверху тёртый сыр.	паст	пицц		полезн	Сформированную лепёшку для [SECOND_ENTITY] смазываю томатной [FIRST_ENTITY], посыпаю итальянскими травами, сверху кружки сосисок (часто готовлю с запечённой куриной грудкой, так полезнее), затем очередь баклажанов, кружки помидоров и сверху тёртый сыр.	0.948317	0.041827254	0.0098558115	0
100	0	Источник: что лучше: тампоны или прокладки при месячных?	тампон	прокладк			Источник: что лучше: [FIRST_ENTITY] или [SECOND_ENTITY] при месячных?	0.98265356	0.013383683	0.003962725	0
101	0	В москве лучше, чем в нью-йорке, берлине, париже и лондоне...	лондон	париж			В москве лучше, чем в нью-йорке, берлине, [SECOND_ENTITY] и [FIRST_ENTITY]...	0.98174816	0.014134598	0.004117288	0
102	0	Способ применения после очищения кожи и выполнения этапов ухода нанести увлажняющий крем-флюид на лицо любым удобным способом (подушечками пальцев, кистью, спонжем).	кист	спонж			Способ применения после очищения кожи и выполнения этапов ухода нанести увлажняющий крем-флюид на лицо любым удобным способом (подушечками пальцев, [FIRST_ENTITY], [SECOND_ENTITY]).	0.98013544	0.015790774	0.0040737623	0
103	0	Если девушка трепетно относится к косметике, лучшим подарком станет удобный органайзер, в котором можно хранить не только декоративные косметические средства, но также кисточки и спонжи для макияжа, туалетную воду, духи.	кист	спонж			Если девушка трепетно относится к косметике, лучшим подарком станет удобный органайзер, в котором можно хранить не только декоративные косметические средства, но также [FIRST_ENTITY] и [SECOND_ENTITY] для макияжа, туалетную воду, духи.	0.9764568	0.018859258	0.004683871	0
104	0	В 2021 году игра получит бесплатное улучшение графики для xbox series x/s и playstation 5, однако пока разработчики не показывают, как будет выглядеть эта версия проекта.	Xbox	PlayStation			В 2021 году игра получит бесплатное улучшение графики для [FIRST_ENTITY] series x/s и [SECOND_ENTITY] 5, однако пока разработчики не показывают, как будет выглядеть эта версия проекта.	0.95976126	0.03309319	0.007145493	0
105	0	Российские букмекерские конторы начали принимать ставки на то, кто займет должность премьер-министра страны. бейсбол, американский футбол, баскетбол, хоккей лучшие зарубежные букмекерские конторы.	баскетбол	футбол			Российские букмекерские конторы начали принимать ставки на то, кто займет должность премьер-министра страны. бейсбол, американский [SECOND_ENTITY], [FIRST_ENTITY], хоккей лучшие зарубежные букмекерские конторы.	0.9818916	0.014190103	0.0039182897	0
106	0	Если кадры достоверные, то новый флагман samsung имеет все шансы посоревноваться за звание лучшей камеры с iphone 7 и google pixel.	google, pixel	iphone, 7			Если кадры достоверные, то новый флагман samsung имеет все шансы посоревноваться за звание лучшей камеры с [SECOND_ENTITY] и [FIRST_ENTITY].	0.9770215	0.018491078	0.0044874055	0
107	0	Не хуже, чем в лондоне или париже.	лондон	париж			Не хуже, чем в [FIRST_ENTITY] или [SECOND_ENTITY].	0.98125046	0.014732068	0.0040174555	0
108	1	В результате вы обнаружите, что перелет в лондон вам обойдется дешевле, чем вояж в париж.	лондон	париж			В результате вы обнаружите, что перелет в [FIRST_ENTITY] вам обойдется дешевле, чем вояж в [SECOND_ENTITY].	0.16892357	0.6439749	0.1871016	1
109	1	Не жарить на масле - гораздо полезнее, если вы будете запекать в духовке или обжаривать на сковороде с антипригарным покрытием, без масла.	запека	жар		полезн	Не [SECOND_ENTITY] на масле - гораздо полезнее, если вы будете [FIRST_ENTITY] в духовке или обжаривать на сковороде с антипригарным покрытием, без масла.	0.16923796	0.64325947	0.18750256	1
110	0	Таким образом, вы можете создать максимально эффективную seo - поисковая оптимизация ... seo-poiskovaa-optimizacia-1.png> благодаря профессиональной поисковой оптимизации их сайт лучше найти в поисковых системах, таких как google, yahoo и bing.	Google	Yahoo		поиск	Таким образом, вы можете создать максимально эффективную seo - поисковая оптимизация ... seo-poiskovaa-optimizacia-1.png> благодаря профессиональной поисковой оптимизации их сайт лучше найти в поисковых системах, таких как [FIRST_ENTITY], [SECOND_ENTITY] и bing.	0.9722714	0.022195496	0.00553314	0
111	0	Xbox one sad против ps4: что лучше?	ps4	xbox, one			[SECOND_ENTITY] sad против [FIRST_ENTITY]: что лучше?	0.9821531	0.013111888	0.0047349753	0
112	1	Причем возбуждающий эффект чая гораздо мягче, чем у кофе, в котором кофеин присутствует в чистом виде.	коф	ча		кофеин	Причем возбуждающий эффект [SECOND_ENTITY] гораздо мягче, чем у [FIRST_ENTITY], в котором [FIRST_ENTITY] присутствует в чистом виде.	0.17000496	0.6430539	0.18694109	1
113	1	Читать также: мобильный google chrome на стероидах: включаем 5 скрытых функций, которые делают браузер лучше onedrive обычное хранилище от microsoft, по умолчанию интегрировано в windows 10.	microsoft	Google			Читать также: мобильный [SECOND_ENTITY] chrome на стероидах: включаем 5 скрытых функций, которые делают браузер лучше onedrive обычное хранилище от [FIRST_ENTITY], по умолчанию интегрировано в windows 10.	0.17528906	0.6395494	0.18516152	1
114	0	Что выгодней, кредит в банке или автокредит в автосалоне. after–> у каждого человека в жизни возникают множество различных обстоятельств приятные и не очень.	автосалон	банк		автокред	Что выгодней, кредит в [SECOND_ENTITY] или автокредит в [FIRST_ENTITY]. after–> у каждого человека в жизни возникают множество различных обстоятельств приятные и не очень.	0.98307866	0.0127919605	0.004129333	0
115	1	Ребенок не хочет учиться в школе что делать после начала кровотечений лучше использовать прокладки, поскольку тампоны могут стать причиной проникновения в половые пути патогенной бактериальной флоры.	тампон	прокладк			Ребенок не хочет учиться в школе что делать после начала кровотечений лучше использовать [SECOND_ENTITY], поскольку [FIRST_ENTITY] могут стать причиной проникновения в половые пути патогенной бактериальной флоры.	0.17271483	0.63760084	0.18968439	1
116	0	Напомним, в рейтинг городов также вошли и российские города, среди которых лучшим стал нижний новгород, который признан более комфортным, чем москва, санкт-петербург, лондон и париж.	лондон	париж			Напомним, в рейтинг городов также вошли и российские города, среди которых лучшим стал нижний новгород, который признан более комфортным, чем москва, санкт-петербург, [FIRST_ENTITY] и [SECOND_ENTITY].	0.91233456	0.07532699	0.012338436	0
117	0	Главной особенностью заявляется зрелищность, достигаемая новым 4k-режимом на продвинутых pc и улучшенных консолях ps4 pro, а заодно и грядущих xbox one x.	ps4	xbox, one			Главной особенностью заявляется зрелищность, достигаемая новым 4k-режимом на продвинутых pc и улучшенных консолях [FIRST_ENTITY] pro, а заодно и грядущих [SECOND_ENTITY] x.	0.97270566	0.021971775	0.0053225453	0
118	0	Officesuite — один из интереснейших конкурентов microsoft office и google drive для мобильных устройств.	microsoft	Google			Officesuite — один из интереснейших конкурентов [FIRST_ENTITY] office и [SECOND_ENTITY] drive для мобильных устройств.	0.9721337	0.022727396	0.005138902	0
119	0	Политическое и военное сближение с северокорейской диктатурой чревато не только усилением коммунистического режима в кндр и новыми жертвами в этой несчастной стране, но и неизбежным ослаблением демократических тенденций в россии.	коммунистическ	демократическ	стран		Политическое и военное сближение с северокорейской диктатурой чревато не только усилением [FIRST_ENTITY] режима в кндр и новыми жертвами в этой несчастной стране, но и неизбежным ослаблением [SECOND_ENTITY] тенденций в россии.	0.97138107	0.022804124	0.005814806	0
120	2	Кисть для жидкого тона, ducare кисть для жидкого тона, ducare не очень люблю такие плоские кисти, мне удобнее использовать каплевидный спонж или широкую кисть с плоским срезом.	кист	спонж			[FIRST_ENTITY] для жидкого тона, ducare [FIRST_ENTITY] для жидкого тона, ducare не очень люблю такие плоские [FIRST_ENTITY], мне удобнее использовать каплевидный [SECOND_ENTITY] или широкую [FIRST_ENTITY] с плоским срезом.	0.84381914	0.11941552	0.03676537	0
